1700,"-8,193E-07","-3,315E-09",0,"8,193E-07","8,19E-07","-8,193E-07","8,0431E-07","-8,00715E-07"
1750,"-5,797E-06","-2,823E-07",0,"5,8035E-06","5,7946E-06","-5,797E-06","5,7388E-06","-5,71496E-06"
1800,"2,0106E-06","-0,0003606",0,"0,00036064","0,00035171","-0,0003515","0,000346","-0,000360639"
1850,"-2,699E-05","-0,0030875",0,"0,00308765","0,00301954","-0,0030163","0,00305029","-0,00308753"
1900,"4,654E-05","0,00375122","4,45E-22","0,00375151","0,00365721","-0,0036578","0,00375122","-0,00374949"
1960,"-1,725E-06","0,00444693","5,2866E-22","0,00444693","0,00431306","-2,57E-05","0,00444693","-0,00444635"
2100,"-4,942E-05","-0,0056415",0,"0,00564174","0,00543965","-0,0054394","0,00563025","-0,00564152"
